PlayerID,40yd,Bench,VertJ,BroadJ,3Cone,Shuttle,Wonderlic
1809,4.48,20,30.5,122,6.94,4.41,22
1810,4.78,27,39.5,118,7.19,4.36,23
1811,4.31,14,39.5,125,6.85,4.35,19
1812,4.92,26,31,112,7.28,4.41,5
1813,4.89,21,30,105,6.9,4.36,31
1814,4.53,20,39.5,127,7,4.17,26
1815,4.98,17,30,111,6.98,4.19,36
1816,4.81,26,31,105,7.32,4.35,31
1817,4.71,28,34,119,7.3,4.35,8
1818,4.84,23,31,112,7.38,4.44,22
1819,4.81,18,30,114,7.14,4.4,34
1820,5.42,26,24,105,7.97,4.77,12
1821,5.32,34,28,108,7.35,4.53,18
1822,4.46,18,31.5,120,6.7,4.16,17
1823,4.68,22,36,118,6.88,4.34,14
1824,4.57,18,39.5,126,7.26,4.46,13
1825,4.56,24,41.5,126,7.1,4.46,20
1826,4.43,19,31.5,125,7.18,4.48,23
1827,4.3,12,39.5,120,7.15,4.04,24
1828,5.43,22,28,97,7.59,4.6,30
1829,4.35,24,40.5,120,6.9,4.46,4
1830,4.92,27,36,112,7.05,4.27,24
1831,4.6,20,30,123,7.01,4.5,7
1832,4.98,19,33,113,7.17,4.42,50
1833,4.67,16,40,123,7.1,4.23,4
1834,5.41,27,24,97,7.55,4.84,28
1835,5.29,31,30,103,7.72,4.8,22
1836,5.3,30,30,101,7.62,4.76,21
1837,5.27,23,32,98,7.68,4.73,31
1838,4.93,21,29,120,6.87,4.22,21
1839,4.86,27,33,118,7.17,4.66,24
1840,5.35,27,27.5,105,7.87,4.73,30
1841,5.31,30,33.5,99,7.83,4.59,25
1842,5.36,31,26,96,7.79,4.69,19
1843,4.7,23,32,112,7.26,4.5,30
1844,5.04,21,29,115,6.98,4.34,24
1845,5.34,26,31,96,7.69,4.71,37
1846,5.46,25,27,96,7.7,4.82,11
1847,4.85,22,35,115,7.15,4.71,18
1848,4.57,28,29.5,117,7,4.18,15
1849,4.36,12,34.5,122,6.73,4.4,16
1850,4.52,21,41.5,121,6.88,4.43,6
1851,5.06,24,28,110,7.39,4.47,21
1852,4.46,11,32.5,122,6.81,4.03,9
1853,4.37,18,40.5,120,6.98,4.48,21
1854,4.61,17,39.5,120,6.83,4.39,16
1855,4.41,12,33.5,126,7.04,4.19,22
1856,5.35,32,28,100,7.59,4.43,20
1857,5.06,23,34,113,7.05,4.27,9
1858,4.55,28,39.5,117,7.25,4.55,16
1859,4.4,15,37.5,126,6.96,4.25,6
1860,5.35,34,29,102,7.62,4.43,17
1861,4.32,15,32.5,117,6.66,4.1,21
1862,4.49,18,31.5,123,7.13,4.13,15
1863,4.63,27,31,120,6.87,4.35,34
1864,4.56,23,35,119,7.1,4.42,28
1865,5.24,22,33,103,7.95,4.56,32
1866,5.35,24,28,97,7.95,4.7,23
1867,5.41,22,24,95,7.83,4.51,30
1868,4.64,27,30.5,111,7.26,4.15,7
1869,4.98,21,27,114,7.02,4.33,33
1870,4.54,12,39,126,6.69,4.38,20
1871,5.38,25,25,101,7.95,4.46,13
1872,5.21,30,23,96,7.64,4.82,32
1873,5.37,25,24,100,7.77,4.83,27
1874,5.29,24,32,98,7.61,4.79,39
1875,5.07,25,33,119,7.41,4.54,32
1876,4.7,29,35.5,116,6.97,4.41,18
1878,4.73,21,31,123,7.05,4.18,11
1879,4.67,23,34,118,6.82,4.52,9
1880,4.57,18,33,125,6.87,4.4,22
1881,4.95,22,31,113,7.02,4.15,25
1882,4.71,17,27.5,108,7.2,4.34,30
1883,5.01,22,30,114,7.12,4.41,30
1884,5.25,28,31,103,7.7,4.87,16
1885,4.57,17,39.5,126,7.19,4.01,15
1886,5.27,30,29,96,7.49,4.61,9
1887,4.91,19,36,117,7.21,4.47,39
1888,4.99,22,34,110,7.32,4.42,39
1889,4.56,21,36,126,6.78,4.35,4
1890,4.51,23,31.5,117,6.89,4.36,32
1891,4.88,16,31,108,7.31,4.29,4
1892,4.35,11,35,118,6.68,4.39,5
1894,4.75,13,40,123,7.24,4.49,15
1895,4.87,19,34.5,113,7.07,4.08,29
1896,4.7,25,37,117,7.19,4.06,16
1897,4.48,17,35,121,7,4.17,7
1898,4.54,13,33,116,6.8,4.5,11
1899,4.61,17,39,122,7.09,4.47,27
1900,4.64,16,38,123,6.78,4.19,20
1901,4.57,15,31,120,7.08,4.11,13
1902,5.31,27,31,102,7.4,4.67,16
1903,5.5,23,27,105,7.97,4.4,29
1904,4.67,27,34,120,6.86,4.54,21
1906,4.79,19,37,115,7.26,4.15,30
1907,4.76,13,36,117,6.92,4.34,9
1908,4.75,13,34,119,7.25,4.11,4
1909,4.48,15,34,119,7.09,4.04,4
1910,4.46,23,34,120,6.77,4.53,4
1911,4.46,17,35.5,122,7.26,4.13,11
1912,4.43,18,37,127,6.77,4.28,9
1913,4.53,12,37.5,124,6.79,4.34,13
1914,4.55,8,38.5,115,6.68,4.03,15
1915,5.39,25,26,102,7.76,4.81,32
1916,5.39,29,25,100,7.96,4.53,34
1917,5.38,28,24,105,7.92,4.52,18
1918,4.78,24,38.5,111,7.24,4.37,6
1919,4.95,21,28,111,7.26,4.5,13
1920,4.91,18,30,109,7.02,4.16,13
1921,4.35,10,40.5,118,7.1,4.22,13
1922,5.41,24,28,105,7.63,4.58,13
1923,4.77,27,31,106,7,4.42,25
1924,4.97,20,37,109,7.07,4.11,45
1925,4.5,15,31,122,7.06,4.18,20
1926,5.41,27,33,96,7.72,4.54,13
1927,4.9,23,37,114,7.14,4.52,21
1928,4.31,13,37.5,120,6.76,4.37,19
1929,5.23,25,33,98,7.66,4.53,15
1930,5.28,25,28,98,7.62,4.66,14
1931,5.26,25,31,101,7.52,4.4,30
1932,5.28,31,25.5,95,7.85,4.8,22
1933,5.39,29,28,103,7.96,4.83,13
1934,5.41,22,29,98,7.55,4.77,13
1936,5.05,27,36,115,7.24,4.69,25
1937,4.83,21,31,110,7.05,4.45,24
1938,4.63,13,34,120,6.97,4.4,15
1939,4.78,13,36,124,7.23,4.44,30
1940,5.12,34,29,103,7.56,4.46,14
1941,4.41,12,41.5,119,6.69,4.28,23
1942,4.61,13,39,123,7.21,4.2,29
1943,4.69,15,38,117,6.84,4.27,22
1944,5.01,21,33,111,7.17,4.5,26
1945,4.99,19,31,106,7.12,4.32,36
1946,4.45,18,39,119,7.14,4.23,18
1947,4.59,16,36.5,115,6.98,4.28,7
1948,4.96,19,31,111,7.05,4.47,15
1949,5.4,22,33,101,7.5,4.67,37
1950,5.43,28,27,103,7.91,4.64,14
1951,5.29,28,32,103,7.54,4.64,29
1952,5.41,26,23,103,7.58,4.88,15
1953,4.87,21,31,118,7.22,4.62,21
1954,5.08,27,35,115,7.22,4.37,5
1955,4.69,27,31,114,6.89,4.43,16
1956,4.7,12,35,121,7.03,4.37,20
1957,4.55,12,37.5,123,6.88,4.04,14
1958,4.67,16,41.5,124,7.24,4.07,19
1959,4.67,15,37,119,6.99,4.49,4
1960,4.61,18,31,121,6.81,4.33,6
1961,4.72,17,33,120,6.81,4.14,10
1962,4.49,16,38,115,7,4.18,6
1963,4.81,22,34,110,7.33,4.31,4
1964,5.02,23,28,110,7.37,4.54,41
1965,4.58,13,40,113,7.05,4.21,5
1966,4.62,15,40,117,6.78,4.12,22
1967,4.47,9,33,125,7.06,4.04,18
1968,4.82,15,35,113,7.39,4.58,25
1969,5.12,22,30.5,104,7.53,4.7,25
1970,5.51,23,31,99,7.98,4.67,20
1971,4.99,23,34,117,7.09,4.6,7
1972,4.8,31,29,114,7.22,4.63,8
1973,4.85,21,35,120,7.4,4.43,23
1974,4.93,19,29.5,112,6.97,4.29,17
1975,4.32,11,36.5,124,7.03,4.17,10
1976,4.49,17,35,127,7.02,4.38,4
1977,4.87,21,31,111,7.23,4.61,24
1978,5.13,34,31,103,7.37,4.42,4
1979,5.28,26,33,104,7.6,4.73,12
1980,4.63,25,30.5,120,7.27,4.4,6
1981,4.91,28,36,117,6.98,4.49,4
1982,4.72,18,34,126,7.02,4.24,6
1983,4.63,12,35,120,6.75,4.1,12
1984,4.5,12,32,120,7.09,4.26,4
1985,4.62,14,34,127,6.91,4.07,21
1986,4.82,23,32,112,6.94,4.55,22
1987,5.04,22,27,111,7.04,4.31,33
1988,4.56,12,39,122,7.14,4.07,4
1989,4.78,22,32,107,6.99,4.41,37
1991,5.5,26,32,100,7.84,4.56,29
1992,4.62,8,41,117,6.89,3.99,7
1993,4.95,21,29,112,7.06,4.37,40
1994,5.06,18,34,108,7.19,4.24,33
1995,4.77,22,30,115,7.13,4.51,10
1996,4.57,18,35.5,121,7.05,4.09,12
1997,4.75,19,34,123,6.87,4.42,9
1998,4.4,14,31,123,7.13,4.5,38
1999,4.55,20,34,129,6.75,4.4,8
2000,4.78,24,31,115,7.28,4.57,16
2002,5.2,19,29.5,101,7.71,4.57,20
2003,5.51,23,23,97,7.84,4.42,21
2004,5.36,25,32,100,7.94,4.86,22
2005,5.47,22,24,95,7.49,4.57,9
2007,5.22,27,33,97,7.84,4.73,15
2008,5.39,30,31,96,7.88,4.59,18
2009,5.39,30,23,95,7.95,4.52,29
2010,5.39,32,23,103,7.66,4.68,20
2011,5.33,28,26,97,7.63,4.41,29
2012,5.3,31,28,105,7.9,4.67,24
2013,5.51,28,30,102,7.74,4.51,23
2014,5,26,35,111,7.35,4.45,27
2015,5.03,25,36,117,7.45,4.5,15
2016,4.82,23,33,117,7.03,4.22,10
2017,4.58,17,29.5,117,7.22,4.46,7
2018,4.97,18,38,112,7.16,4.2,14
2019,4.96,20,33,112,7.1,4.29,30
2020,4.48,17,33.5,119,6.92,4.33,4
2021,4.6,17,31.5,125,7.1,4.35,4
2022,4.6,14,36,122,6.86,4.21,8
2023,4.63,14,34,121,6.9,4.04,15
2024,4.5,18,40.5,123,6.79,4.22,11
2025,4.63,16,33,122,6.92,4.37,12
2026,4.73,20,33,109,7.34,4.19,8
2027,4.98,22,31,108,7,4.24,19
2028,5.22,31,30,97,7.67,4.89,21
2029,4.45,14,35.5,118,6.8,4.41,34
2030,4.96,28,33,114,7.27,4.27,14
2031,4.58,12,38,119,7.1,4.46,13
2032,4.88,24,34,115,7.2,4.3,15
2033,4.53,9,36.5,123,6.91,4.1,13
2034,4.62,16,39,113,6.75,4.35,21
2035,5.21,26,25,105,7.59,4.33,8
2036,4.92,22,36,110,7.1,4.2,31
2038,4.74,19,34,124,6.81,4.06,4
2039,4.8,22,30,123,6.92,4.06,4
2040,4.41,22,36.5,119,6.8,4.48,18
2041,5.32,26,29.5,97,7.58,4.47,17
2042,5.45,32,29,99,7.52,4.88,30
2043,5.52,24,29,103,7.7,4.82,36
2044,5.41,28,27,95,7.73,4.41,14
2045,5.49,25,32,104,7.78,4.7,18
2046,5.3,24,33,98,7.57,4.75,13
2047,5.45,24,32,97,7.84,4.47,29
2048,5.46,26,31,99,7.77,4.55,23
2049,5.23,27,30,102,7.81,4.56,10
2050,5.3,26,28,100,7.8,4.4,34
2051,5.24,30,32,95,7.73,4.57,20
2052,5.4,31,28,102,7.98,4.79,24
2053,4.86,27,34,116,7.07,4.25,28
2054,4.83,22,36,115,7.06,4.46,17
2055,4.64,19,38,123,6.85,4.03,13
2056,4.55,12,37,120,7.1,4.41,25
2057,4.36,16,34.5,127,6.82,4.04,10
2058,4.7,17,36,120,6.77,4.05,11
2059,5.29,28,30,98,7.58,4.75,14
2060,5.4,32,32,98,7.67,4.6,29
2061,4.56,15,34.5,122,7.05,4.29,29
2062,4.72,18,35,110,6.89,4.08,18
2063,4.67,17,39,119,7.2,4.45,12
2064,4.46,9,39,118,6.92,4.35,5
2065,4.38,16,36.5,121,6.82,4.11,4
2066,4.78,16,34,114,6.94,4.57,23
2067,4.42,7,36,120,7.12,4,5
2068,4.95,20,34,113,7.21,4.51,20
2069,4.61,15,37,117,6.91,4.39,20
2070,4.62,17,31.5,122,6.99,4.52,20
2071,4.52,9,38,127,6.66,4.37,13
2072,5.06,24,31,113,7.3,4.2,30
2076,5.01,23,34,108,7.28,4.14,24
2077,4.63,17,39,125,7.1,4.48,4
2078,4.88,24,29,112,6.95,4.23,13
2079,4.6,19,37,123,6.98,4.38,18
2080,4.58,18,37,125,6.95,4.35,20
2081,5.45,21,32,100,7.52,4.74,17
2082,5.44,21,28,105,7.56,4.85,18
2083,5.32,31,27,98,7.55,4.64,12
2084,5.45,25,29,102,7.88,4.76,12
2085,5.39,29,24,95,7.79,4.41,6
2086,5.41,22,24,97,7.62,4.83,19
2087,4.81,26,35,112,7.19,4.66,12
2088,4.85,27,29,111,7.11,4.27,28
2089,4.88,23,34,116,7.14,4.37,4
2090,4.76,28,38,114,6.99,4.17,37
2091,4.83,25,37,111,7.09,4.51,14
2092,4.77,19,38.5,119,7.28,4.22,8
2093,4.81,21,36,120,7.03,4.21,22
2094,4.83,21,37.5,109,7,4.5,4
2095,4.58,9,40.5,120,7.09,4.23,5
2096,4.63,14,37,125,6.74,4.33,4
2097,4.69,19,34,126,6.89,4.4,6
2098,4.58,16,41,126,6.88,4.25,16
2099,4.54,13,34,119,7.08,4.13,20
2100,4.6,11,38,126,7.25,4.25,11
2101,4.65,13,34.5,121,7.05,4.2,4
2102,4.88,19,33,115,7.09,4.7,8
2103,5.26,24,28,108,7.45,4.55,11
2104,5.24,33,33,104,7.66,4.71,4
2105,4.85,19,32,108,7.35,4.19,27
2106,4.45,14,40,121,7.14,4.29,26
2107,5.28,23,26,99,7.75,4.6,25
2108,4.59,15,38,119,7.12,4.21,18
2109,4.71,16,32,122,7.07,4.13,16
2110,4.55,19,30,121,6.88,4.23,7
2111,4.55,16,33,121,6.83,4.33,10
2112,4.41,18,39.5,117,6.86,4.3,22
2113,4.61,27,34.5,117,6.99,4.37,8
2114,4.97,16,36,111,7.03,4.2,5
2115,4.81,17,34,109,7.1,4.44,28
2116,4.81,26,28.5,109,7.14,4.34,33
2117,4.68,18,34,119,7.04,4.37,16
2118,4.52,15,33,113,7.05,4.05,4
2119,4.47,17,32.5,120,6.81,4.22,8
2120,4.54,17,38,125,7.23,4.45,4
2121,4.67,19,34,112,7.09,4.03,18
2122,4.49,11,31.5,118,6.77,4.19,13
2123,4.65,15,40,119,7.14,4.31,13
2124,4.61,15,38.5,108,7.38,4.47,17
2125,5.47,29,30,96,7.87,4.43,20
2127,5.48,32,32,98,7.75,4.79,21
2128,5.23,30,33.5,104,7.81,4.86,14
2129,5.26,27,27,97,7.85,4.52,23
2130,5.25,29,25,99,7.72,4.65,15
2131,5.34,27,26.5,105,7.66,4.75,11
2132,5.26,24,29,96,7.76,4.47,40
2133,5.27,21,32,102,7.8,4.71,15
2135,4.82,20,33,118,7.3,4.44,19
2136,5.02,27,28,110,7.46,4.57,20
2137,4.79,22,36.5,111,7.09,4.66,4
2138,5.1,18,37,118,7.2,4.2,19
2139,5,20,37,108,7.17,4.46,7
2140,4.89,23,31,118,7.11,4.65,10
2141,4.89,17,33,118,6.94,4.49,4
2142,4.72,21,34.5,115,7.21,4.38,11
2143,4.36,9,33.5,122,6.72,4.11,9
2144,4.41,9,39.5,121,6.93,4.25,13
2145,4.6,16,33,119,7.05,4.33,21
2146,4.61,11,40,115,6.9,4.1,16
2147,4.47,17,33.5,126,6.92,4.31,8
2148,4.49,12,38,120,6.89,4.33,18
2149,4.53,11,41,121,7.23,4.43,16
2150,4.68,26,28,103,7.33,4.68,8
2151,4.73,19,28,114,7.18,4.25,21
2152,4.74,13,33,119,7.09,4.37,6
2153,4.45,8,39.5,121,6.84,4.08,29
2154,4.68,16,41,126,6.89,4.44,16
2155,5.05,16,32,110,7.22,4.17,25
2156,5.05,25,36,109,7.01,4.22,32
2158,4.67,18,41,123,7.08,3.99,28
2159,5.4,25,31,101,7.6,4.6,14
2160,4.8,18,31,116,7.03,4.36,13
2161,4.73,21,35,115,6.99,4.07,4
2162,4.96,25,35,112,7.3,4.15,13
2163,4.64,14,32,119,7.05,4.15,11
2164,4.7,10,35,121,7.15,4,10
2165,4.75,22,33,110,7.03,4.19,13
2166,5.03,24,27,112,7.13,4.28,41
2168,4.48,21,31,122,7.07,4.33,15
2169,4.73,21,37,121,6.91,4.23,9
2170,4.38,19,32.5,119,7.06,4.06,7
2171,4.63,16,36.5,122,6.88,4.48,22
2172,4.43,19,37.5,121,7.2,4.13,14
2173,4.67,18,32,121,7.03,4.11,19
2174,4.52,9,31,121,6.83,4.29,25
2175,4.71,17,30.5,116,7.04,4.31,28
2176,4.78,17,33,109,7,4.42,20
2177,4.86,18,38,114,7.27,4.23,7
2178,5.49,31,27,95,7.54,4.48,13
2179,5.23,28,23,96,7.55,4.49,29
2180,5.41,28,29,98,7.58,4.59,40
2181,5.26,25,31,100,7.72,4.5,26
2182,5.27,32,33,101,7.78,4.41,21
2183,5.39,23,29,100,7.83,4.47,19
2184,5.42,28,31,105,7.75,4.7,11
2185,5.28,23,33,99,7.83,4.84,25
2186,5.32,23,32,98,7.67,4.61,29
2187,5.32,24,26,99,7.75,4.58,7
2188,5.41,26,27,97,7.52,4.58,8
2189,5.25,30,24,95,7.71,4.69,18
2190,5.35,29,25,95,7.51,4.54,6
2191,5.31,27,26,103,7.59,4.7,19
2192,5.04,27,28,111,7.36,4.49,30
2193,4.85,27,33,110,7.18,4.67,4
2194,4.96,18,32,115,7.05,4.68,9
2195,4.83,19,32,118,7.29,4.6,4
2197,4.98,24,34,112,7.19,4.15,4
2198,4.92,18,36,111,7.25,4.18,22
2199,4.95,19,36,120,7.23,4.41,25
2200,4.8,18,31,111,7.25,4.34,18
2201,4.87,23,39.5,112,6.92,4.2,17
2202,4.42,15,37,126,6.82,4.39,25
2203,4.6,18,39,126,7.11,4.15,10
2204,4.71,12,35,122,7.01,4.05,12
2205,4.72,14,38,125,6.87,4.2,13
2206,4.56,11,38,123,7.23,4.22,15
2207,4.59,13,36.5,117,6.93,4.4,10
2208,4.49,19,36,116,6.98,4.09,5
2209,4.93,17,30,112,7.02,4.58,9
2210,4.8,17,28,104,7.15,4.58,15
2212,5.25,34,24,108,7.57,4.64,16
2214,4.77,22,35,113,6.85,4.34,29
2215,5.51,25,23,100,7.8,4.5,30
2216,4.66,14,35.5,121,7.2,4.26,15
2217,4.62,16,34,126,6.94,4.34,20
2218,4.74,9,35,120,7.03,4.34,30
2219,4.82,15,33,109,7.16,4.56,10
2220,4.82,25,32,113,6.89,4.22,19
2221,4.83,21,34,112,7.25,4.2,39
2222,4.93,22,34,107,7.18,4.39,16
2225,4.6,21,35,118,7.04,4.17,11
2226,4.8,22,38,124,7.12,4.07,17
2227,4.49,20,39,116,7.07,4.45,20
2229,4.77,19,39,120,6.76,4.29,20
2231,4.51,16,31.5,114,7.07,4.04,17
2232,4.92,25,28,114,6.99,4.62,9
2233,4.44,10,37,124,6.76,4.11,22
2234,4.58,16,39,119,7.13,4.06,20
2235,4.49,9,41.5,124,7.13,4.3,16
2236,4.64,14,33.5,115,6.89,4.2,4
2237,4.59,17,37.5,121,6.75,4.08,21
2238,4.7,15,35,121,7.14,4.34,25
2239,4.65,15,36,116,6.78,4,4
2240,4.68,10,40,124,6.78,4,15
2241,5.46,27,25,99,7.48,4.46,13
2242,5.39,21,27,100,7.91,4.66,25
2243,5.28,26,29,95,7.51,4.52,24
2244,5.17,25,24.5,102,7.81,4.39,30
2245,5.22,24,31,98,7.82,4.78,17
2246,5.32,21,33.5,104,7.96,4.59,11
2247,5.52,25,24,97,7.62,4.43,11
2248,5.27,29,33,104,7.72,4.8,18
2249,5.31,28,27,96,7.63,4.56,19
2250,5.34,32,33,98,7.72,4.55,24
2251,5.39,23,29,103,7.9,4.81,25
2252,5.4,23,25,100,7.97,4.72,24
2253,5.32,29,30,95,7.53,4.76,17
2254,5.51,25,30,100,7.63,4.6,9
2255,4.94,23,29,110,7.23,4.51,15
2256,4.85,22,34,119,7.17,4.14,4
2257,4.87,19,39,120,7.19,4.53,4
2258,4.98,25,29,111,7.18,4.36,18
2259,4.8,22,35,112,7.04,4.45,4
2260,4.87,16,30,118,7.16,4.37,8
2261,4.7,16,34,109,7.16,4.3,5
2262,4.65,17,36.5,108,6.83,4.25,24
2263,4.76,24,37,114,7.17,4.51,17
2264,4.97,21,35,115,7.09,4.34,17
2265,4.75,24,33.5,115,7.26,4.45,22
2266,4.85,22,33,109,7.04,4.19,27
2267,4.67,18,38,123,7.12,4.14,16
2268,4.6,18,38,118,7.13,4.3,11
2269,4.63,21,32,116,7.16,4.08,11
2270,4.77,20,38,126,7.05,4.19,20
2271,4.34,12,36.5,123,7.08,4.41,8
2272,4.59,16,40,116,6.95,4.01,7
2273,4.57,12,37.5,116,6.9,4.11,13
2274,4.69,22,35,105,7.18,4.27,18
2275,4.64,19,29,113,7.3,4.71,25
